CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
RATHAUS|RATHAUS|03|RATHAUSCAFE LATSCH|KASERER MARTIN|TENO TANZER STRASSE, 5|LATSCH|BZ|39021|02408290217||01|N||
RINNER|RINNER|03|RINNER ALEXANDER & CO. KG|METZGEREI|HAUPTSTR. 58|LATSCH|BZ|39021|01192160214||01|N||
ROSI|ROSI|03|CAFE' ROSI|GLUDERER FRANZ JOSEF|BADPLATZ, 2/A|LAAS|BZ|39023|01223660216||01|N||
RUNGG02|RUNGG03|03|FRISCHEZENTER RUNGG SCHLANDERS||VIA NAZIONALE, 7|SCHLANDERS|BZ|39028|00738950211||01|N||
RUNGG03|RUNGG03|03|MARKET RUNGG GMBH||HAUPTSTRASSE, 71|PRAD AM STILFSERJOCH|BZ|39026|00738950211||01|N||
SCHONB04|SCHONB04|03|GASTHOF SCHONBLICK|SCHWEMBACHER WALTER & CO. OHG|HINTERMARTELL, 199|MARTELL|BZ|39020|02304320217||01|N||
SCHULA03|EMPORISC|03|SCHULMENSA MARKTGEMEINDE SCHLANDERS|503108|GERICHTSSTRASSE, 9|SCHLANDERS|BZ|39028|02607440217|||N|02280|
SCHWAR02|SCHWAR02|03|GASTH.PIZZ SCHWARZ.ADLER|D. SACHSALBER PETER|KORTSCH, 69|SCHLANDERS|BZ|39029|02317640213||01|N||
SCHWAR04|SCHWAR04|03|HOTEL ZUM SCHWARZEN WIDDER|REGENSBURGER R & CO. KG|HAUPTSTRASSE, 96|SCHLANDERS|BZ|39028|00080160211||01|N|00200|
SCHWAR05|SCHWAR05|03|GASTHAUS SCHWARZER ADLER KG|DES VERDROSS MARKUS|VINSCHGAUSTRASSE, 53|LAAS|BZ|39023|01551000217||01|N||
SCHWAR10|SCHWAR10|03|GASTHAUS SCHWARZER ADLER|PLATTNER ELISABETTA|GOFLAN, 31|SCHLANDERS|BZ|39028|02359660210||01|N||
SEE|SEE|03|GASTHOF ZUM SEE|FLEISCHMANN MARCEL CO. KG|HINTERMARTELL, 207|MARTELL|BZ|39020|02359360217||01|N||
SEIFERT|SEIFERT|03|DESPAR SEIFERT|ECKART RICHARD|DORFPLATZ, 6|KASTELBELL|BZ|39020|02365670211||01|N||
SHAKER|SHAKER|03|SHAKER CLUB KG||BAHNHOFSTR. 7|LATSCH|BZ|39021|02423090212||01|N||
SILVIO|SILVIO01|03|WOLF SILVIO||WEIHERWEG, 6|LATSCH|BZ|39021|03172900213||01|N||
SILVIO01|SILVIO01|03|WOLF  SILVIO||DR. HEINRICH VOEGEL STR. 19 B INT 5|SCHLANDERS|BZ|39028|03172900213||01|N||
SLADELE|SLADELE|03|S'LADELE|D. PATRIZIA HANNY|NIEBELUNGENSTRASSE 12|LATSCH/MORTER|BZ|39021|02886990213||01|N||
SONNE04|SONNE04|03|GASTHOF RESTAURANT SONNE|DES SCHUSTER KARL & CO KG|KORTSCH,98|SCHLANDERS|BZ|39028|00628570210||01|N||
SONNHOFL|SONNHOFL|03|VIERTLER JOHANN JOSEF|SONNHOFL|STAATSSTRASSE, 19|KASTELBELL - TSCHARS|BZ|39020|01184160214||01|N||
SOY|SOY|03|SOY ALM|KAUFMANN JOSEF|SCHLOSSWEG, 25|TIROL|BZ|39019|02670590211||01|N||
SPECKEGG|SPECKEGG|03|SAILER D. WALDER M. & CO KG|SPECKEGGELE / BAR CREMONA|HAUPTSTRASSE, 48|SCHLANDERS|BZ|39028|00738460211||01|N||
SPITALBA|SPITALBA|03|SOCIALWORK - COOPERATIVA SOCIALE|O.N.L.U.S.|VIA ENZO FERRARI, 5|BOLZANO|BZ|39100|02845680210||01|N||
STAINER|STAINER|03|CAFE STAINER|DES LUDVIK ODSTRCILIK|DR. HEINRICH VOGELE STRASSE, 14|SCHLANDERS|BZ|39028|02716250218||01|N||
STEINBER|STEINBER|03|STEINBERGER KG|DES VILL REINHARD|HAUPTSTRASSE, 27|SCHLANDERS|BZ|39028|02248200210||01|N||
STROBLHO|STROBLHO|03|BAR STROBLHOF|GRUBER SIEGLINDE|NIBELUNGENSTR. 9|LATSCH - MORTER|BZ|39020|02700220219||01|N||
SVKASTEL|SVKASTEL|03|AMAT. SPORTVEREIN|KASTELBELL-TSCHARS/RAIFFEISEN|LINTERWEG, 1|KASTELBELL/TSCHARS|BZ|39020|01166400216||01|N||
TAKATUKA|TAKATUKA|03|TAKA TUKA|DAVID PRANTL|MARTIN TEIMER STRASSE, 7A|SCHLANDERS|BZ|39028|02933280212||01|N||
TERRA|TERRA|03|RESTAURANT TERRA||ALTE STRASSE 21/A|KASTELBELL|BZ|39020|03210460212||01|N||
THAIRM01|THAIRM01|03|HANDLUNG THAIRMUHL KG|FLEISCHMANN VIKTOR|ENNEWASSER, 156|MARTELL|BZ|39020|02684270214||01|N||
TOURIS15|TOURIS15|03|TOURISUSV. LATSCH-KASTELBELL||HAUPTSTRASSE, 38/A|LATSCH|BZ|39021|00860350214||01|N||
TRAUBE06|TRAUBE06|03|GASTHAUS ZUR TRAUBE|KUPPERION MATHILDE|BAHNHOFSTRASSE, 10|SCHLANDERS|BZ|39028|01513860211||01|N||
TREINDLE|TREINDLE|03|REST. TREINDLERHOF|DES FRANZ RINNER CO. KG|BAHNHOFSTR. 7|LATSCH|BZ|39021|00186660213||01|N||
TSCHENGL|TSCHENGL|03|TSCHENGLSER LADELE|DER KONSUMGEN. LAAS GEN.M.B.H.|VINSCHGAUERSTRASSE, 49|LAAS|BZ|39023|00121880215||03|N||
VETZANER|VETZANER|03|HOTEL VETZANERHOF OHG|GLUDERER GUNTHER|DORFSTRASSE, 17|SCHLANDERS / VETZAN|BZ|39028|02883010213||01|N||
VICENZA|VICENZA|03|VICENZA CALCIO SPA||VIA SCHIO, 21|VICENZA|VI|36100|00581250248|1|01|N||
VINSCHGE|VINSCHGE|03|ZONETREFF KG|SCHWIENBACHER ANDREAS & CO.|INDUSTRIEZONE, 51|LAAS|BZ|39023|02365060215||01|N||
VINZEN01|VINZEN01|03|SOZIALGENOSSENSCHAFT LOLA||BAHNHOFSTRASSE, 39|MALS|BZ|39024|03042080212||03|N|00500|
VINZENZH|VINZEN01|03|VINZENZHEIM SCHLANDERS||SCHLANDERSBURGSTRASSE, 1|SCHLANDERS|BZ|39028|03042080212||03|N|00500|
WALTER02|WALTER02|03|BAR PIZZERIA REST. WALTER|KOSTADINOVSKI GOGE|ROMERSTRASSE, 22|KASTELBELL|BZ|39020|02642830216||01|N||
WEINGA01|WEINGA01|03|RESTAURANT WEINGART|D. STAMPFER LEO FRANZ|VEZZAN, 28|SCHLANDERS|BZ|39028|01564080214||01|N||
WEISSE08|WEISSE08|03|BAR PIZZ. REST. WEISSES ROSSL|D. PEDROSS BENJAMIN|HAUPTSTRASSE, 80|LATSCH|BZ|39021|02566660219||01|N||
WEISSE17|WEISSE17|03|WEISSES KREUZ SCHLANDERS|GURSCHLER EDMUND|KRANKENHAUSSTR. 1/A|SCHLANDERS|BZ|39028|80006120218||01|N||
WOLFI|WOLFI|03|WOLFI'S STUBELE|UNTERHAUSER ANNELIESE|HAUPTSTRASSE, 35|LATSCH|BZ|39021|02937300214||01|N||
ADAM|ADAM|04|CAFE BISTRO ADAM|ADAM RAIMUND|HAUPTSTR. 17|TARTSCH|BZ|39024|02553530219||01|N||
ALPENFRI|ALPENFRI|04|GASTHOF HOTEL ALPENFRIEDE|KLOCKNER SYLVIA & CO.OHG|LANGTAUFERS GSCHWELL 7|GRAUN|BZ|39027|01311350217||01|N||
ALPINOVA|ALPINOVA|04|ALPINOVA GMBH V.S.R.L.S.||TALAIWEG, 11/B|SAN VALENTINO ALLA MUTA|BZ|39027|03210730218|1|01|N||
ALPPLANB|ALPPLANB|04|ALP PLANBELL|ANGERER STEFANIA|SCHLINIG, 30|MALS|BZ|39024|01757060213||01|N||
AURAMONT|AURAMONT|04|AURAMONTE|ROMAN THEINER VGMBH|WALDWEG, 21|ST. VALENTIN GRAUN|BZ|39027|03152230219||01|N||
BERGRETT|BERGRETT|04|BERGRETTUNGSDIENST|RETTUNGSTELLE MALS|MARTINSGASSE, 1/B|MALS|BZ|39024|01621530219||01|N||
BRIGITTE|BRIGITTE|04|APARTHOTEL BURGUS|THONI LORENZ & BRIGITTE OHG|BURGEIS, 171|MALS|BZ|39024|00541100210||01|N||
BRUGGE01|BRUGGE01|04|STAMPFER GUDRUN MARIA||GEWERBEGEBIET, 34 VETZAN|SCHLANDERS|BZ|39028|02873580217||01|N||
BRUGGERA|BRUGGERA|04|BRUGGER ALM|STAMPFER GUDRUN MARIA|GEN. I VERDROSS, 34|MALS|BZ|39024|02873580217||01|N||
CASAMOLE|CASAMOLE|04|FURSTENBURG CASA MOLES||VIA GLORENZA, 2|MALLES|BZ|39024|00390090215||01|N||
CURNIS|CURNIS|04|CURNIS VALENTINO|LEBENSMITTEL|LANDSTR. 18|ST. VALENTIN A.D.H.|BZ|39020|00240910216||01|N||
DANIEL|DANIEL|04|BAR DANIEL|SINGH PARAMJEET|VIA NAZIONALE, 51|CURON VENOSTA|BZ|39020|03015390218|1|01|N||
DANIELA|DANIELA|04|PIZZERIA BAR DANIELA|WEGMANN IRENE|BURGEIS,179|MALS|BZ|39024|01479060210||01|N||
EDEN03|EDEN03|04|GASTHAUS EDEN|PRIETH JOHANNA|HAUPTSTRASSE, 4|RESCHEN|BZ|39027|01156720219||01|N||
ERNA|ERNA|04|CAFE' ERNA|KLOECKNER ROBERT|NEUDORF, 2|RESCHEN|BZ|39027|02335180218||01|N||
ETSCHQUE|ETSCHQUE|04|HOTEL ETSCHQUELLE OHG|DES CALDI RICHARD & CO.|NEUDORF, 43|GRAUN RESCHEN|BZ|39027|02243740210||01|N||
FERNBL02|FERNBL02|04|PENSION FERNBLICK|OGGL BIRGIT|HAUPTSTRASSE, 14|ST. VALENTIN|BZ|39020|02257720215||01|N||
FEUERW05|FEUERW05|04|BEZIRKSFEUERWEHRVERBAND|OBERVINSCHGAU|LAATSCH, 116|MALS|BZ|39024|91012470216||01|N||
FLORIAN|FLORIAN|04|PENSION FLORIAN|PUNT FLORIAN|BURGEIS,43|BURGEIS/MALS|BZ|39024|02685360212||01|N||
FOLIE|FOLIE|04|FOLIE VERENA||HAUPTSTRASSE 21/A|RESCHEN|BZ|39027|03093060212||01|N||
FOLIE01|FOLIE01|04|FOLIE GUNTHER|LEBENSMITTEL WEINE|RESCHEN 32|RESCHEN|BZ|39027|00484580212||01|N||
FORSTE03|FORSTE03|04|FORSTERBRAU MALS|MONTANI GMBH|GEN. VERDROSSTRASSE, 2|MALS|BZ|39024|02469160218||01|N||
FRANCO|FRANCO|04|CAFE' FRANCO|DI BECCHIMANZI FRANCESCO|VIA VITTORIO VENETO, 58|SAN VALENTINO A/M|BZ|39027|02632620213||01|N||
FRITZ|FRITZ|04|KONDITOREI FRITZ|DES FRITZ F.& CO. OHG|GEN. VERDROSSTRASSE, 15|MALS|BZ|39024|01509490213||01|N||
FURSTE01|FURSTE03|04|SCHULERHEIM FURSTENBURG||BURGEIS, 7|MALS  103033|BZ|39024|02607440217|||N|01880|
FURSTE02|FURSTE02|04|EMPORIUM GENOSSENSCHAFT|CIG: Z7424A7144  COD: 601.138|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
FURSTE03|FURSTE03|04|EMPORIUM GENOSSENSCHAFT|CIG: Z7424A7144  COD: 602.138|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
GAPRES|GAPRES01|04|SCIURI APRES-SKI-LOKAL TALSTATION|SCHONEBEN - SCHONEBEN AG|ALTDORF, 39|RESCHEN|BZ|39027|01389380211||03|N|00500|
GAPRES01|GAPRES01|04|G.E.S. GMBH| LOWECENTER|EISACKSTRASSE, 1|VAHRN|BZ|39040|01389380211||01|N|00200|
GEMEIN05|GEMEIN05|04|GEMEINDE GRAUN|IM VINSCHGAU||GRAUN|BZ|39020|00571350214||01|N||
GERDA|GERDA|04|RESTAURANT GERDA OHG & CO.|D. FABI GERDA|BURGEIS, 65|MALS|BZ|39024|02430070215||01|N||
GHAIDER|GHAIDER0|04|HAIDERALM RESTAURANT LIFTSTATION|SCHONEBEN AG|ALTDORF, 39|RESCHEN|BZ|39027|01389380211||03|N|00500|
GIGLU|GIGLU01|04|IGLU APRES-SKI-LOKAL ST. VALENTIN|TALSTATION GONDELBAHN -SCHONEBEN AG|ALTDORF, 39|RESCHEN|BZ|39027|01389380211||03|N|00500|
GIGLU01|GIGLU01|04|G.E.S. GMBH| LOWECENTER|EISACKSTRASSE, 1|VAHRN|BZ|39040|01389380211||01|N|00200|
GLETSCHE|GLETSCHE|04|BAR RESTAURANT GLETSCHERBLICK|PATSCHEIDER WILFRIED KG & CO.|KAPPL 1 - LANGTAUFERS|GRAUN I.V.|BZ|39027|02935740213||01|N||
GLEVEL|GLEVEL01|04|LEVEL APRES-SKI-LOKAL TALSTATION|SCHONEBEN - SCHONEBEN AG|ALTDORF, 39|RESCHEN|BZ|39027|01389380211||03|N|00500|
GLEVEL01|GLEVEL01|04|G.E.S. GMBH| LOWECENTER|EISACKSTRASSE, 1|VAHRN|BZ|39040|01389380211||01|N|00200|
GRENZRAS|GRENZRAS|04|FIRMA STIGGER MIRJAM|GRENZRAST|HAUPTSTRASSE, 56|RESCHEN|BZ|39027|02329510214||01|N||
GSCHON01|GSCHON01|04|G.E.S. GMBH| LOWECENTER|EISACKSTRASSE, 1|VAHRN|BZ|39040|01389380211||01|N|00200|
GSCHONEB|GSCHON01|04|SELF-SERVICE RESTAURANT SCHONEBEN|BERGSTATION - SCHONEBEN AG|ALTDORF, 39|RESCHEN|BZ|39027|01389380211||03|N|00500|
HAIDEBAR|HAIDEBAR|04|HAIDEPARK|THEODOR KUENRATH|BURGEIS, 138|MALS|BZ|39024|01482410212||01|N||
HALLENBA|HALLENBA|04|REST. PIZZ. HALLENBAD|TRAGUST OHG D.DANIELA TRAGUST &.CO|GLURNSERSTRASSE, 7|MALS|BZ|39024|02428090217||01|N||
HANS|HANS|04|PIZZERIA HANS|WALLNOFER ELISABETH MARIA|RESCHEN, 54|RESCHEN|BZ|39027|02692950211||01|N||
HGARBE01|HGARBE01|04|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HGARBERH|HGARBE01|04|HOTEL GARBERHOF|POBITZER ARTUR & CO. OHG|STAATSSTRASSE, 25|MALS|BZ|39024|01342330212||02|N||
HGERST01|HGERST01|04|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||02|N||
HGERSTL|HGERST01|04|HOTEL GERSTL|DAS GERSTL GMBH|SCHLINIG, 4|MALS|BZ|39024|01342330212||02|N||
HGLIES01|HGLIES01|04|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HGLIESHO|HGLIES01|04|HOTEL GLIESHOF KG|HEINISCH MANFRED & CO.|MATSCH, 69|MALS|BZ|39024|01342330212||01|N||
HHIRSC01|HHIRSC01|04|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||02|N||
HHIRSCHE|HHIRSC01|04|HOTEL GARNI ZUM HIRSCHEN|DES STECHER JOSEF|BAHNHOFSTRASSE, 2|MALS|BZ|39024|01342330212||02|N||
HOFER02|HOFER02|04|PENSION CAFFE' HOFER|CHRISTOPH HOFER|KIRCHGASSE,20|ST.VALENTIN|BZ|39020|01478040213||01|N||
HOPPALA|HOPPALA|04|HOPPALA PUB|THEINER JOACHIM|BURGEIS, 177|BURGEIS|BZ|39024|01461720219||01|N||
HRESCH01|HRESCH01|04|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||02|N||
HRESCHEN|HRESCH01|04|HOTEL AM RESCHENSEE|THE DILITZ COMPANY SRL|HAUPTSTRASSE, 14|RESCHEN|BZ|39027|01342330212||02|N||
HTRAUB01|HTRAUB01|04|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HTRAUBEP|HTRAUB01|04|HOTEL TRAUBE POST|THEINER KARLHEINZ & CO. KG|CLAUDIA AUGUSTA STARSSE, 10|GRAUN IM VINSCHGAU|BZ|39027|01342330212||03|N||
HWATLE01|HWATLE01|04|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HWATLES|HWATLE01|04|HOTEL WATLES|ZIERNHELD GEORG|PRAEMAJUR, 49 SCHLINIG|MALS|BZ|39024|01342330212||03|N||
HWEISS02|HWEISS02|04|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||02|N||
HWEISSES|HWEISS02|04|HOTEL WEISSES KREUZ KG|D. THEINER MAIR CHRISTINA & C.|HAUPTPLATZ, 82|BURGEIS|BZ|39024|01342330212||02|N||
IMBISS|IMBISS|04|IMBISS TALSTATION|TOURISTIK & FREIZEIT GMBH|VIA S. BENEDIKT 1|MALS|BZ|39024|00155580210||01|N||
IRENE|IRENE|04|BAR PIZZERIA IRENE|ELLER STEFAN & CO. OHG|NATIONALSTRASSE, 49|RESCHENPASS/GRAUN|BZ|39027|02925720217||01|N||
KINDER25|KINDER25|04|KINDERGARTEN BURGEIS|GEMEINDE MALS|BAHNHOFSTRASSE,19|MALS|BZ|39024|00827900218||01|N||
KOCH01|KOCH01|04|KOCH LEONE BARBARA||HAUPTSTR. 18|RESCHEN|BZ|39027|01365280211||01|N||
KOLLEMAN|KOLLEMAN|04|HOTEL ALPENJUWEL|KOLLEMANN HELMUTH & CO. KG|LANGTAUFERS-MELAG 102|GRAUN/VINSCHGAU|BZ|39020|01200820213||01|N||
KURATORI|KURATORI|04|KURATORIUM FUR TECHNISCHE|KULTURGUTER|SCHLACHTHOFSTRASSE, 59|BOZEN|BZ|39100|94026640212||01|N||
LAMPL|LAMPL|04|RESTAURANT PIZZERIA LAMPL|GERSTGRASSER KASPAR & MONIKA|DR. H. FLORASTR. 4|MALS|BZ|39024|01729910214||01|N||
LANDESVE|LANDESVE|04|LANDESVERBAND|DER HANDWERKER|BOZNER BODEN MITTERWEG, 7|BOZEN|BZ|39100|80013410214||01|N||
LARCHENH|LARCHENH|04|HOTEL LARCHENHAIN KG|DES EGGER BENJAMIN & CO.|LANDSTRASSE, 59|ST. VALENTIN A. D. HAIDE|BZ|39027|03230200218||01|N||
MALER|MALER|04|MALER SCHORSCH|ORTLER GEORG JAKOB|PUNISTRASSE, 16|GLURNS|BZ|39020|01622140216||01|N||
MALSER02|MALSER02|04|MALSERHOF KG|DER FLORINETH HELGA & CO.|BAHNHOFSSTRASSE, 39|MALS|BZ|39024|00742310212||01|N||
MARIENBE|MARIENBE|04|KLOSTER MARIENBERG||SCHLINIG, 1|MALS|BZ|39024|82004210215||01|N||
MARTINSH|MARTINSH|04|OBPB MARTINSHEIM|SENIORENWOHNHEIM|BAHNHOFSTRASSE, 10|MALS|BZ|39024|01246360216|||N|03210|
MARY02|MARY02|04|MARY'S MARKET SNC|DANIEL MARIA & CO.|HAUPTSTRASSE, 48|GRAUN|BZ|39020|01473380218||01|N||
MASEBEN|MASEBEN|04|SKI MASEBEN LANGTAUFERS KG|DES SECCI ALESSANDRO|LANGTAUFERS, 75|GRAUN IM VINSCHGAU|BZ|39027|02253300210||01|N||
MICHAEL|MICHAEL|04|SPORTHOTEL ST. MICHAEL|DER BLAAS SABINE|BURGEIS, 147|MALS|BZ|39024|01733670218||01|N||
MICHLWIR|MICHLWIR|04|GASTHAUS MICHLWIRT|BERNHARD HELLRIGL|TARSCH, 35|MALS|BZ|39024|02822140212||01|N||
MOHREN|MOHREN|04|HOTEL ZUM MOHREN OHG|FOLIE DIETMAR & SABINE & CO.|HAUPTSTRASSE, 30 FRAKT. RESCHEN|GRAUN IM VINSCHGAU|BZ|39027|03229400217||03|N||
MOHREN01|MOHREN01|04|HOTEL MOHREN & PLAVINA|JOSEF THEINER & CO.KG|BURGEIS NR. 81|BURGEIS|BZ|39024|00199780214||01|N||
MORIGGL|MORIGGL|04|DAS MORIGGL|DES MORIGGL JONAS|BURGEIS, 176|MALS|BZ|39024|02567720210||01|N||
NASSBERG|NASSBERG|04|MARTINA NASSBERGER||VIA NAZIONALE, 51|PASSO RESIA|BZ|39027|02656620214||01|N||
NIKOLAUS|NIKOLAUS|04|GASTHAUS ST. NIKOLAUS|HABICHER RAINER|BURGEIS, 104|MALS|BZ|39024|03079960211||01|N||
OBERETTE|OBERETTE|04|AVS OBERETTESHUTTE|KARIN & EDWIN HEINISCH|MATSCH, 30|MALS|BZ|39024|02656630213||01|N||
ORTLER06|ORTLER06|04|MEIN ORTLERBLICK|LECHTHALER MARC|ORTWEINSTRASSE, 25|MALS|BZ|39024|03043910219||01|N||
PALPEN07|PALPEN07|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PALPENRO|PALPEN07|04|HOTEL ALPENROSE VGMBH||HAUPTSTRASSE, 4|ST. VALENTIN A. D. HAIDE|BZ|39027|02616790214||02|N||
PANIGG01|PANIGG01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PANIGGLH|PANIGG01|04|ANIGGLHOF|D. PATSCHEIDER HELGA|SCHLINIG, 20|MALS|BZ|39024|02616790214||02|N||
PANORA02|PANORA02|04|ALPEN-HOTEL PANORAMA|ANTON PATSCHEIDER-HOLBLING|NEUDORF-STR. 16|RESCHEN|BZ|39027|00225610211||01|N||
PANORA04|PANORA04|04|GASTHOF PANORAMA|DOROTHEA SCHENK STEINER|NATIONALSTRASSE, 5|MALS|BZ|39024|01256880210||01|N||
PDORFA01|PDORFA01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PDORFALM|PDORFA01|04|DORFALM|DORFALM KG STECHER HUBERT & CO|HAUPTSTRASSE, 15|GRAUN - RESCHEN|BZ|39027|02616790214||02|N||
PEDELW01|PEDELW01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PEDELWEI|PEDELW01|04|HOTEL EDELWEISS|RAFFEINER PETRA|HAUPTSTRASSE, 28|RESCHEN|BZ|39027|02616790214||02|N||
PERUGIA|PERUGIA|04|A.C. PERUGIA S.P.A.||LOC. PIAN DI MASSIANO|PERUGIA|PG|06125|00548190545|1|01|N||
PGEMSE|PGEMSE01|04|GASTHOF GEMSE|STECK OSKAR & C. KG|PLANEIL,1|MALS|BZ|39020|02616790214||01|N||
PGEMSE01|PGEMSE01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||01|N||
PGOLDE02|PGOLDE03|04|GASTHOF ZUM GOLDENEN ADLER|AGETHLE JOHANN JOSEF|SCHLEIS, 46|MALS|BZ|39024|02616790214||02|N||
PGOLDE03|PGOLDE03|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PGREIF|PGREIF|04|HOTEL GREIF|SAGMEISTER ROBERT & C. KG|GEN. IGNAZ VERDROSS STR. 40/A|MALS|BZ|39024|02616790214||02|N||
PGREIF02|PGREIF02|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PGUFLE01|PGUFLE01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PGUFLER|PGUFLE01|04|HOTEL RESTAURANT GUFLER|D. THEINER KLAUS|KONFALL, 9|SCHLUDERNS|BZ|39020|02616790214||02|N||
PILA|PILA|04|PIZZERIA BAR PILA|GUNNAR WEGMANN|BURGEIS 179|BURGEIS MALS|BZ|39024|02957310218||01|N||
PINGGERA|PINGGERA|04|PINGGERA PETER & TOCHTER GMBH||VINSCHGAUERSTRASSE, 22 B|SCHLUDERNS|BZ|39020|02918950219||03|N||
PKASTE01|PKASTE01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||01|N||
PKASTELL|PKASTE01|04|FERIENHOTEL KASTELLATZ|THONI MICHAEL|PRAEMAJUR, 51|MALS|BZ|39024|02616790214||01|N||
PKATRI01|PKATRI01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PKATRIN|PKATRI01|04|RESIDENCE KATRIN|THONI JOHANNES & C. KG|LANDSTRASSE, 57|ST. VALENTIN A.D. HAIDE|BZ|39020|02616790214||02|N||
PLAGG|PLAGG|04|GEBR. PLAGG OHG|PLAGG ROL. & CO.|GEN. VERDROSSTRASSE, 49|MALS|BZ|39024|01056410218||01|N|00400|
PLAGOTT|PLAGOTT|04|GASTHOF PLAGOTT|FAM. BLAAS - D. DANIEL BLAAS|.|ST. VALENTIN A.D.H.|BZ|39020|02255840213||01|N||
PLAMM|PLAMM01|04|LAMM VGMBH|SPRENGER MARC|LANDSTRASSE, 67|ST. VALENTIN A. D. HAIDE|BZ|39027|02616790214||02|N||
PLAMM01|PLAMM01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PLANGGER|PLANGGER|04|PLANGGER MARKUS & CO. KG||LANGTAUFERERSTRASSE, 2|GRAUN IM VINSCHGAU|BZ|39027|01184850210||01|N||
PLANGT01|PLANGT01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||01|N||
PLANGTAU|PLANGT01|04|HOTEL LANGTAUFERERHOF|D. THONI MARTINA & C. KG|LANGTAUFERERSTRASSE - KAPPL, 3|LANGTAUFERS/GRAUN|BZ|39020|02616790214||01|N||
PLATZE01|PLATZE01|04|GARNI PLATZER|PLATZER BARBARA|BURGEIS, 182|MALS|BZ|39024|02503420214||01|N||
PLATZER|PLATZER|04|DESPAR PLATZER JOHANN PETER|& CO. KG|RATHAUSPLATZ, 8|SCHLUDERNS|BZ|39020|01386860215||03|N||
PMARAI01|PMARAI01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMARAIAS|PMARAI01|04|HOTEL MARAIAS|MARAIAS GMBH|BURGEIS, 140|MALS|BZ|39024|02616790214||02|N||
PMARGU01|PMARGU01|04|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
