CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
MINERVA|MINERVA|00|HOTEL MINERVA OHG||CAVOURSTRASSE, 95|MERAN|BZ|39012|01090630219||01|N||
MOTORUNI|MOTORUNI|00|MOTORUNION GMBH||GOETHESTRASSE,37|MERAN|BZ|39012|01564120218||01|N||
MUSIKK03|MUSIKK03|00|MUSIKKAPELLE GRATSCH|LADURNER GEORG|MOARHOF|GRATSCH MERAN|BZ|39012|||01|N||
MUSIKVER|MUSIKVER|00|MUSIKVEREIN GRATSCH|RAICH MATTHIAS|KIRCHWEG, 41|RIFFIAN|BZ|39010|00425360211||01|N||
MUTHER|MUTHER|00|METZGEREI|MUTHER OSKAR|INDUSTRIESTRASSE, 29|LAAS|BZ|39023|00460110216||01|N||
NAIF|NAIF|00|COOPERATIVA NAIF SRL||VIA NAZARIO SAURO, 8|SINIGO MERANO|BZ||01527080210|1|01|N||
NALSERBA|NALSERBA|00|NALSERBACHER KELLER|PALLWEBER LUCIO|PRISSIANERSTRASSE, 1|TISENS|BZ|39010|01244720213||01|N||
NAPOLEON|NAPOLEON|00|ORTOFRUTTA NAPOLEON SRL||VIALE DEL LAVORO,11|VERONA|VR|37135|00661740233|1||N||
NATALE|NATALE|00|NATALE GALEAZZO SRL||C.SO STATI UNITI, 50|CAMIN|PD|35020|01436810285|1||N||
NIDO|NIDO|00|HOTEL NIDO|ZANAGA HELL SNC|GILMSTRASSE, 6|MERAN|BZ|39012|00289630212|1|01|N||
OBERKOFL|OBERKOFL|00|OBERKOFLER LUIS||OBSTMARKT, 48|BOZEN|BZ|39100|00538160219||01|N||
OBSTGENO|OBSTGENO|00|OBSTGENOSSENSCHAFT|TSCHERMS GEN.M.B.H.|GAMPENSTRASSE, 6|TSCHERMS|BZ|39010|00124800210||01|N||
OBSTLA01|OBSTLA01|00|OBSTLADELE|D. FIEDLER ROSA MARIA|BRUNNENPLATZ, 22|MERAN|BZ|39012|02248380210||01|N||
OBSTLADE|OBSTLADE|00|OBSTLADEN OHG|PICHLER WERNER & CO|A. HOFERSTRASSE, 25|LANA|BZ|39011|01097850216|||N||
OCHNER|OCHNER|00|GEBR. OCHNER W. U. G. OHG|TRANSPORTE|FELDWEG, 10|BURGSTALL|BZ|39014|01087530216||01|N||
OLIVETTI|OLIVETTI|00|OLIVETTI BINI & CO.OHG||PFARRGASSE, 16|MERAN|BZ|39012|00626760219||01|N||
ORTOFR01|ORTOFR01|00|ORTOFRUTTA FLORIAN SNC|DI E.& G.|VIA MONDINI, 2|VITTORIO VENETO|TV|31029|00653160267|1|01|N||
PALAMY|PALAMY|00|BAR PALAMY - MENGON|ILLUMINATA & C. SAS|VIA SIGMUND SCHWARZ, 8|TERLANO-VILPIANO|BZ|39018|00685340218|1|01|N||
PALMA|PALMA|00|BAR PALMA|AELENEI ELENA|VIA S. GIORGIO, 14|MERANO|BZ|39012|02974850212|1|01|N||
PARETERO|PARETERO|00|PARETE ROSSA|DI FELLER LORENZO & CO.|VIA PIFFING,8|AVELENGO|BZ|39020|01653200210|1|01|N||
PARIS|PARIS|00|GASTHAUS ST.MORITZ|PARIS ALFRED|GRUBERG,607|ST.WALBURG|BZ|39016|00549120210||01|N||
PARK|PARK|00|RISTORANTE PARK|DI PUFF STEPHAN SAS|VIA PIAVE, 3|MERANO|BZ|39012|01453080218|1|01|N||
PARPAIOL|PARPAIOL|00|RIST. DA GIOVANNI SAS|PARPAIOLA G.|VIA MARONCELLI, 22|PADOVA|PD|35100|02006300285|1|01|N||
PARROCCH|PARROCCH|00|PARROCCHIA S. VIGILIO|ORATORIA S. PIO X|VIA ADIGE, 22|MERANO|BZ|39012|82002970216|1|01|N||
PASTASHO|PASTASHO|00|PASTA SHOP|COVA CLAUDIO|VIA PORTICI, 29|MERANO|BZ|39012|02336650219|1|01|N||
PATAUNER|PATAUNER|00|REST. PATAUNER|DES PATAUNER HEINRICH & CO. KG|BOZNERSTRASSE, 6|SIEBENEICH / TERLAN|BZ|39018|01166590214||01|N||
PEDUS|PBURGGRA|00|PEDUS SERVICE-P.DUSSM.SRL||ALTERSHEIM-CAVOUSTR.|MERAN|BZ|39012|00124140211|1|01|N||
PELLIC01|PELLIC01|00|COMPRABENE SPA||VIA PROVINCIALE, 80|DALMINE|BG|24044|02180520161|1||N||
PELLICAN|PELLIC01|00|PELLICANO MERANO||VIA OTTO HUBER, 8|MERANO|BZ|39012|02180520161|1||N||
PERFLER|PERFLER|00|PERFLER KARL FRANZ|MITTAGERHUTTE|TSCHANDERLE WEG, 22|GOLDRAIN|BZ|39020|01585020215|T|01|N||
PERNTER|PERNTER|00|HILDEGARD PERNTER||ORAZIO GAIGERSTRASSE, 3|MERAN|BZ|39012|00164290215||01|N||
PETERSIL|PETERSIL|00|RESTAURANT PETERSILIE|OTHMAR OBERHAMMER|STADTSTRASSE, 43|KASTELBELL|BZ|39020|01726540212||01|N||
PFARRA01|PFARRA01|00|SENIORENCLUB ST. NIKOLAUS|EHRENAMT|PASSEIERSTRASSE, 3|MERAN|BZ|39012|00867240210||01|N||
PFEIFER|PFEIFER|00|PFEIFER BAU GMBH||HANDWERKERZONE, 16|DEUTSCHNOFEN|BZ|39050|01614860219||01|N||
PFOSTL01|PFOSTL01|00|PFOSTL HERITAGE GROUP GMBH||SCHENNASTRASSE, 1|SCHENNA|BZ|39017|03322730213||01|N||
PICHLE01|PICHLE01|00|PICHLER OSWALD||FREIHEITSSTR. 125|MERAN|BZ|39012|01552120212|T|01|N||
PILLER|PILLER|00|WOLFGANG PILLER||DANTESTRASSE, 10|BOZEN|BZ|39100|00489750216||01|N||
PIRCHERM|PIRCHERM|00|OBST + GEMUSE PIRCHER|KOFLER RITA|MAINHARDSTRASSE, 146|MERAN|BZ|39012|00745550210||01|N||
PIRRI01|PIRRI01|00|PIZZERIA PIRRI SAS|PIRRI UGO & CO.|VIA ROMA 90|POSTAL|BZ|39014|00745260216|1|01|N||
PISTORE|PISTORE|00|PISTORE MARGHERITA|& CO. SAS|VIA MATTEOTTI, 34|MERANO|BZ|39012|01155440215|1||N||
PLATTER|PLATTER|00|PENSION PLATTER|PLATTER CHRISTINA|BLUMENSTRASSE, 9|LANA|BZ|39011|01376690218||01|N||
PODER|PODER|00|HOTEL PODER GMBH||GILMANNWEG, 1|LANA|BZ|39011|00484250212||01|N||
PODER01|PODER01|00|PODER KONRAD|STOCKERHOF SPECKERZEUGUNG|LAHNSTRASSE, 47|RABLAND - PARTSCHINS|BZ|39020|00832750210||01|N||
POLLOG01|POLLOG01|00|POLLO GRILL|TROGER ANNA MARIA|VIA D.CHIESA, 38 B|MERANO|BZ|39012|00733510218||01|N||
PROFIFIL|PROFIFIL|00|PROFIFILM|WOLFGANG THOMASETH|PLANATSCH, 2|TERLAN|BZ|39018|00306850215||01|N||
PWEING02|PWEING03|00|HOTEL WEINGARTEN|STAFFLER MARTINA|MUHLGRABEN, 3|GARGAZON|BZ|39010|02616790214||02|N||
PWEING03|PWEING03|00|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
QUAGLIO|QUAGLIO|00|PASTICC.QUAGLIO M. & C. SAS||VIA RIO SINIGO, 46-48|MERANO|BZ|39012|00692390214|1|01|N||
RACINGTE|RACINGTE|00|RACING TEAM MERAN||PASSEIRERSTRASSE, 79|ST.LEONHARD|BZ|39015|00737290213||01|N||
RAFFLKEL|RAFFLKEL|00|RAFFL CLUB|C & P V. GMBH|PFARRPLATZ, 32|MERAN|BZ|39012|02926180213||01|N||
RAICH|RAICH|00|RAICH MARLENE|GEMISCHTWAREN|DORFSTRASSE, 4|ST.MARTIN IN PASS.|BZ|39010|01524950217||01|N||
RAIFFE01|RAIFFE01|00|RAIFFEISENKASSE|SCHLANDERS|HAUPTSTRASSE,33|SCHLANDERS|BZ|39028|00171320211||01|N|03030|
RAIFFE03|RAIFFE03|00|RAIFFEISENKASSE TSCHARS|GENOSSENSCHAFT|HAUPTSTRASSE, 15|TSCHARS|BZ|39020|00136780210||01|N||
RAINER01|RAINER01|00|GASTHOF RAINER|D. MATHA' DORIS & CO. OHG|LAUBEN, 266|MERAN|BZ|39012|01724660210||01|N||
RATSCHIL|RATSCHIL|00|RATSCHILLER VERA & CO.OHG||FELDWEG, 1|BURGSTALL|BZ|39014|01153910219||01|N||
RAVANELL|RAVANELL|00|BETTINA RAVANELLI||MONTELLOSTRASSE, 7|BOZEN|BZ|39100|01259610218||01|N||
REDSUN|REDSUN|00|REDSUN SRL|SANTER CARLO ANTONIO|LAUBEN, 75|MERAN|BZ|39012|01756220214||01|N||
REGELE|REGELE|00|REGELE MARKUS||PLAZERSTRASSE, 27|EPPAN|BZ|39057|RGLMKS80L02A952F||01|N||
REINHILD|REINHILD|00|PENSION REINHILD|RAUCH JOSEF OHG|MUHLGASSE, 10|NALS|BZ|39010|01616010219||01|N||
REINHOLD|REINHOLD|00|REINHOLD MESSNER LAND||TROGERSTRASSE, 2|NATURNS|BZ|39025|01722230214||01|N||
RELAX|RELAX|00|VINOTHEK RELAX|UBERBACHER WERNER KG|CAVOURSTRASSE, 31|MERAN|BZ|39012|01135950218||01|N||
REWI|REWI|00|REWI BAU KG||ANDRIANERSTRASSE, 16/8|NALS|BZ|39010|02213880210||01|N||
RIEDLI01|RIEDLI01|00|R. RIEDLINGER GMBH|SCHERZARTIKEL|MEINHARDSTR,36|MERAN|BZ|39012|01383870217|T|01|N||
RIMMELE|RIMMELE|00|ILLMER HOTELS KG|DES ALFONS ILLMER & C.|HOTEL RIMMELE|SCHLOSSWEG,6 DORF TIROL|BZ|39019|01162240210|1|03|N|00700|
RITA02|RITA02|00|PENSION RITA|FAM.ALBER & CO.KG|SCHMIEDGASSE, 203|KORTSCH-SCHLANDERS|BZ|39028|00604020214||01|N||
RIZZATO|RIZZAT01|00|RIZZATO FRANCA|CHIOSCO FRUTTA|P.ZZA GRANO|MERANO|BZ|39012|01147050213||01|N||
ROSENG02|ROSENG02|00|HOT.PENS.REST.ROSENGARTEN|DES PIRCHER FRANZ|ST.GEORGENSTRASSE, 3|MERAN|BZ|39012|01541070213||01|N||
ROTTENST|ROTTENST|00|ROTTENSTEINER PAUL||BUCHEN, 11|ST.PANKRAZ/ULTEN|BZ|39010|01500990211||01|N||
RUBENS|RUBENS|00|CAFE RUBENS||LEON.DA VINCISTRASSE, 23|MERAN|BZ|39012|01496450212||01|N||
RUEPP|RUEPP|00|EISSTUBELE RUEPP|GOTSCH ROSWITHA|FRANZ INNERHOFERSTR. 6|MARLING|BZ|39020|01554970218||01|N||
RUIPACHE|RUIPACHE|00|ILLMER HOTELS KG|D. ALFONS ILLMER & C.|HOTEL RUIPACHERHOF|SEMINARSTR.11 DORF TIROL|BZ|39019|01162240210||03|N|00700|
RUNGGOGL|RUNGGOGL|00|RUNGGOGLHOF|PFEIFHOFER ELISABETH|VOLLANERWEG, 8|LANA|BZ|39011|00190970210||01|N||
SAIA|SAIA|00|SAIA E RUSSO SNC|MERCATO ORTOFRUTTICOLO|CORSO STATI UNITI, 50|PADOVA|PD|35020|00224910281|1|01|N||
SALGART|SALGART|00|PENSION SALGART GMBH||KATHARINASTRASSE,31|MERAN|BZ|39012|01537370213||01|N||
SALUS|SALUS|00|SALUS CENTER SRL - GMBH||PRISSIAN 75/M|TESIMO|BZ|39010|01445100215|1|01|N||
SANTONI|SANTONI|00|SOCIETA' ESERCIZI BAR SAS|DI SANTONI ROSA|VIA PIAVE, 2|MERANO|BZ|39012|01196900219||01|N||
SARDINIA|SARDINIA|00|SARDINIA SNC|DESSI L. & CO.|VIA A. PATTIS, 2|MARLENGO|BZ|39020|02289990216|1|01|N||
SAXIFR01|SAXIFR02|00|SAXIFRAGA KG - KURHAUS MERAN|DES BRUNNER MARKUS & CO.|FREIHEITSSTRASSE, 33|MERAN|BZ|39012|01621660214||01|N||
SAXIFR02|SAXIFR02|00|SAXIFRAGA KG|FAM. BRUNNER|ZENOBERG, 33|DORF TIROL|BZ|39019|01621660214||01|N||
SAXISFRA|SAXISFRA|00|SAXIFRAGA KG|DES BRUNNER MARKUS & CO.|ZENOBERG, 33|DORF TIROL|BZ|39019|01621660214||01|N||
SCACCHET|SCACCHET|00|SCACCHETTI & CO. SAS||PIAZZA VITTORIO VENETO, 6|SINIGO - MERANO|BZ|39012|00537310211|1|01|N||
SCARABEL|SCARABEL|00|SCARABELLO GIANNI||VIA CONSELVANA, 188/A|MASERA' DI PADOVA|PD|35020|02540330285|1|01|N||
SCARIZUO|SCARIZUO|00|SCARIZUOLA|GELTRUDE|VIA NAZIONALE, 54|SINIGO/MERANO|BZ|39012|00164630212|1|01|N||
SCHENK02|SCHENK02|00|PIZZERIA SCHENK||VIA ROMA, 46|POSTAL|BZ|39014|01754330213|1|01|N||
SCHLOSSK|SCHLOSSK|00|HOTEL SCHLOSS KORB AG/SPA|FAM.FRITZ DELLAGO|MISSIAN|EPPAN|BZ|39057|00857360218||01|N||
SCHNITZE|SCHNITZE|00|SCHNITZER JOHANN||SEGENBUHELWEG, 13|DORF TIROL|BZ|39019|SCHJNN41B13L178Y||01|N||
SCHULZE|SCHULZE|00|SCHULZE HERMINE|POSTFACH 63|LORENZERWEG, 15|LANA|BZ|39011|00582120218||01|N||
SCHUST02|SCHUST02|00|NATURKOST - CO. KG|SCHUSTER BERND|HAUPTSTRASSE, 113|SCHLANDERS|BZ|39028|01613990215||01|N||
SCHUST03|SCHUST03|00|NATURKOST - CO. KG|SCHUSTER BERND|HAUPTSTRASSE, 84|SCHLANDERS|BZ|39028|01613990215||01|N||
SCHUTZ02|SCHUTZ02|00|SCHUTZENKOMPANIE LANA|ANDREAS PIXNER|FELDWEG 5/1|LANA|BZ|39011|82010450219||01|N||
SCHWANBU|SCHWANBU|00|GUTSVERWALTUNG SCHWANBURG||SCHWANBURGSTRASSE, 16|NALS|BZ|39010|00492360219||01|N||
SCHWARZ|SCHWARZ|00|SCHWARZ EHRENREICH||DORFSTRASSE, 34|ST.MARTIN|BZ|39010|00208850214||01|N||
SCHWEIGK|SCHWEIGK|00|SCHWEIGKOFLER HANS &CO.KG||TRIBUSPLATZ, 2|LANA|BZ|39019|01207550219||01|N||
SCPASSEI|SCPASSEI|00|SPORTCLUB PASSEIER|SEKTION FUSSBALL|PASSEIRERSTR. 1|ST.LEONHARD I.PASS.|BZ|39015|82008710210||01|N||
SCRIGNO|SCRIGNO|00|RISTORANTE LO SCRIGNO|DI TONELLI ANDREA|VIA PLANKENSTEIN,5|MERANO|BZ|39012|01680590211|1|01|N||
SCUOLA02|SCUOLA02|00|PROV.AUT.BZ C.FORM.PROF.ALB.IT.|CORSO FSE FASCICOLO 2/83/2011|ORGANIZZATORE DI EVENTI|VIA K. WOLF - MERANO|BZ|39012|00390090215|1|01|N||
SEEHOF|SEEHOF|00|SEEHOF|PLATTER ALOIS|JOCHWEG, 21|MARLING|BZ|39020|00601200215||01|N||
SEIBSTOC|SEIBSTOC|00|SEIBSTOCK MANUFAKTUR GMBH||ENNEWASSER, 246|MARTELL|BZ|39020|02917240216||01|N||
SELIME01|SELIME01|00|SELIMEX GMBH||HAUPTSTR. 107|LATSCH|BZ|39021|01410930216|||N||
SENIOREN|SENIOREN|00|SENIORENCLUB|HORRER MARGARET|HEINRICH VOGELESTRASSE,31|SCHLANDERS|BZ|39028|80006160214||01|N||
SERVIZI|SERVIZI|00|SERVIZI DI RISTORAZIONE||VIA KRAVOGL, 4|BOLZANO|BZ|39100||1|01|N||
SGARGA01|SGARGA01|00|SIEBENFORCHER GMBH||MAX VALIERSTRASSE, 2-4|MERAN|BZ|39012|01374850210||01|N||
SGARGAZO|SGARGA01|00|MENSA GARGAZON|SIEBENFORCHER GMBH|GEWERBEZONE MITTERLING, 20|GARGAZON|BZ|39010|01374850210||01|N|00300|
SIEBEN01|SIEBEN01|00|SIEBENFORCHER FEINKOST GMBH||MITTERLING, 20|GARGAZON|BZ|39010|00590510210||01|N|00300|
SIEBEN03|SIEBEN03|00|SIEBENFORCHER GMBH||MAX VALIERSTRASSE, 2-4|MERAN|BZ|39012|01374850210||01|N||
SIEBENFO|SIEBEN01|00|SIEBENFORCHER FEINKOST GMBH||LAUBEN, 164|MERAN|BZ|39012|00590510210||01|N|00300|
SIGMUND|SIGMUND|00|RESTAURANT SIGMUND|SIGMUND NADIA & CO. OHG|FREIHEITSSTRASSE, 2|MERAN|BZ|39012|00689340214||03|N||
SINN|SINN|00|SINN PAUL||SCHENNASTRASSE,2|MERAN|BZ|39012|01691830218||01|N|00700|
SISSI|SISSI01|00|RISTORANTE SISSI|RUBINA & PULSAR SRL|VIA GALILEI, 44|MERANO|BZ|39012|03017190210|1|03|N||
SISSIAAA|SISSIAAA|00|RISTORANTE SISSI|DI ANDREA FENOGLIO|VIA GALILEI,44|MERANO|BZ|39012|01418470215|1|03|N||
SITTNERH|SITTNERH|00|HOTEL SITTNERHOF OHG|DER BRUNNER ALEXANDRA UND PATRIZIA|VERDISTRASSE, 58|MERAN|BZ|39012|01192360210||01|N||
SKUCHE|SKUCHE01|00|KUCHE CONVENIENCE|SIEBENFORCHER GMBH|MAX VALIERSTRASSE, 2-4|MERAN|BZ|39012|01374850210||01|N|00300|
SKUCHE01|SKUCHE01|00|SIEBENFORCHER GMBH||MAX VALIERSTRASSE, 2-4|MERAN|BZ|39012|01374850210||01|N||
SMENSA|SMENSA01|00|MENSA UNTERMAIS|SIEBENFORCHER GMBH|MAX VALIERSTRASSE, 2-4|MERAN|BZ|39012|01374850210||01|N|00300|
SMENSA01|SMENSA01|00|SIEBENFORCHER GMBH||MAX VALIERSTRASSE, 2-4|MERAN|BZ|39012|01374850210||01|N||
SONNE02|SONNE02|00|GASTHOF REST. ZUR SONNE|PIAZZI RENATA|MALGASOTT, 33|UNSERE LB.FRAU IM WALDE|BZ|39010|01122060211||01|N||
SONNE07|SONNE07|00|GASTHAUS ZUR SONNE|PRANTL MANFRED + CO OHG|KLOSTERGASSE,1|KASTELBELL/TSCHARS|BZ|39020|00733420210||01|N||
SONNEN02|SONNEN02|00|SONNENHOF KG|ISKA BRANDSTATTER & CO.|LEICHTERGASSE, 3|MERAN-OBERMAIS|BZ|39012|01718680216||01|N||
SONNENBU|SONNENBU|00|HOTEL SONNENBURG|WIESER WALTER & CO.KG|IFINGERSTRASSE, 14|MERAN|BZ|39012|00541190211||01|N||
SPARKASS|SPARKASS|00|SUDTIROLER SPARKASSE AG|NIEDERLASSUNG MERAN|SPARKASSENSTRASSE, 8|MERAN|BZ|39012|00152980215||01|N||
SPECHTEN|SPECHTEN|00|MARKET SPECHTENHAUSER STEFAN||UNSER FRAU, 83|SCHNALS|BZ|39020|02977550215||03|N||
SPORTC06|SPORTC06|00|SPORTCLUB MERAN|SEKTION KANU WCR|RENNWEG, 115|MERAN|BZ|39012|01465720215||01|N||
SPRODU01|SPRODU01|00|SIEBENFORCHER GMBH||MAX VALIERSTRASSE, 2-4|MERAN|BZ|39012|01374850210||01|N||
SPRODUKT|SPRODU01|00|PRODUKTION UNTERMAIS|SIEBENFORCHER GMBH|MAX VALIERSTRASSE, 2-4|MERAN|BZ|39012|01374850210||01|N|00300|
STADTGEM|STADTGEM|00|STADTGEMEINDE FURSORGEAMT|WEIHNACHTSESSEN|LAUBEN, 192|MERAN|BZ|39012|00394920219||01|N||
STAFFL01|STAFFL01|00|STAFFLER HUBERT & CO KG|GEMISCHTWARENHANDLUNG|DORF,225|ST.PANKRAZ|BZ|39010|01184910212||01|N||
STAFFLER|STAFFLER|00|STAFFLER PLONER IRMGARD|GEMISCHTWAREN|DORFL, 48|ST.PANKRAZ|BZ|39010|00078940210||01|N||
STEGERHO|STEGERHO|00|STEGER-HOF|ALBER ALFONS|VORAN,11|VORAN|BZ|39010|01101280210||01|N||
STEGHOF|STEGHOF|00|STEGHOF - WOLF MARGIT||HAUPTSTRASSE, 123A|NATURNS|BZ|39025|01402600215||01|N||
STEINER|STEINER|00|RUDOLF STEINER|SCHULVEREIN|SCHENNASTRASSE,47 A|MERAN|BZ|39012|91002890217||01|N||
STERN02|STERN02|00|RESTAURANT STERN||ZENTRUM, 3|LAUREIN|BZ|39040|00190220210||01|N||
STILFS01|STILFS01|00|HOTEL STILFSERJOCH SRL||PASSEGGIATA AL SOLE,6|SILANDRO|BZ|39028|00237650213|1|01|N||
STOFFLAD|STOFFLAD|00|STOFFLADEN BARBARA|HORT BARBARA|KORTSCH, 127|SCHLANDERS|BZ|39028|01375720214||01|N||
SUDTIR04|SUDTIR04|00|SUDTIROLER KUNSTLERBUND||WEGGENSTEINSTRASSE,12|BOZEN|BZ|39100|01147390213||01|N||
SUDTIR05|SUDTIR05|00|SUDTIROLER KOCHEVERBAND|Z.H. HERRN WIDMANN|FREIHEITSSTRASSE,62|MERAN|BZ|39012|00707300216||01|N||
SUPER|SUPER|00|SUPER OHG|HINTEREGGER VOLKMAR & CO.|MERANERSTRASSE,8|LANA|BZ|39011|01624990212||01|N|00200|
SYNPHONI|SYNPHONI|00|SYNPHONIC WINDS||WEINGARTNERWEG, 70|BOZEN|BZ|39100|94034530215||01|N||
TANGRAM|TANGRAM|00|TANGRAM GEN. M.B.H.|BACCIN SANDRO|LAUBEN, 204|MERAN|BZ|39012|00752000216|1|01|N||
TAPPEI01|TAPPEI01|00|TAPPEINER AG||INDUSTRIEZONE, 6|LANA|BZ|39011|01312520214||01|N||
TENNIS01|TENNIS01|00|GASTHOF TENNIS|DES TELSER CHRISTOF|BOZNERSTRASSE, 15|LANA|BZ|39011|01161740210||01|N||
THALER01|THALER01|00|THALER|MARKUS|VEZZAN|VEZZAN|BZ|39010|01503700211||01|N||
THALERDO|THALERDO|00|THALER DORIS||OBSTPLATZ - STAND NR. 38|BOZEN|BZ|39100|00748850211||01|N||
THEINE01|THEINE01|00|THEINER REINHILDE||VINSCHGAUERSTRASSE, 5|FORST|BZ|39012|00617510219|||N||
TIROLE02|TIROLE02|00|TIROLERHOF LAGUNDO SRL||VIA WEINGARTNER, 34|LAGUNDO|BZ|39022|02219860216||01|N||
TOGNANA|TOGNANA|00|TOGNANA SRL||VIA DEI CESARI, 24|ROSOLINA|RO|45010|01183230299|1||N||
TOP3|TOP3|00|TOP 3 - TREINDLERHOF OHG|GAMPER KARL HANS & CO.|BAHNHOFSTRASSE, 7|LATSCH|BZ|39021|00714070216||01|N||
TOURIS06|TOURIS06|00|TOURISMUSVEREIN MERAN||FREIHEITSSTRASSE, 45|MERAN|BZ|39012|||01|N||
TRAUTM01|TRAUTM01|00|RESTAURANT TRAUTMANNSDORF|GROSS ALBERT|ST.VALENTINSTRASSE, 17|MERAN|BZ|39012|01502890211||01|N||
TREFF|TREFF|00|PUB TREFF|BURGER NORBERT|HAUPTSTRASSE, 30|DORF TIROL|BZ|39019|02239520212||01|N||
TRIBUS02|TRIBUS02|00|TRIBUS HELENA MARTHA||GRAF VOLKMARSTR.3|BURGSTALL|BZ|39014|02493280214||01|N||
TROBINGE|TROBINGE|00|TROBINGER KG|DES TROBINGER ALOIS & CO.|ROMSTRASSE, 130|BURGSTALL|BZ|39014|01191870219||01|N||
TSCHAUFE|TSCHAUFE|00|GASTHAUS TSCHAUFEN|EGGER ROSAMARIA|TSCHAUFEN, 4|MOLTEN|BZ|39010|01111640213||01|N||
TSCHER01|TSCHER01|00|RESTAURANT TSCHERMS|GREIF ALOIS|GAMPENSTRASSE, 26|TSCHERMS|BZ|39010|00743040214||01|N||
TSCHIGG|TSCHIGG|00|GASTHAUS TSCHIGG|GEISER KARL|BERGERSTRASSE,22/1|MARLING|BZ|39020|01528130212||01|N||
TSCHINDL|TSCHINDL|00|TSCHINDLHOF|HEINRICH VON MORL|BERGSTRASSE, 36|ST. MICHAEL - EPPAN|BZ|39057|00554180216||01|N|00300|
TURINI|TURINI|00|TURINI NORBERT||ROMSTRASSE, 62|BURGSTALL|BZ|39014|01494110214||01|N||
TURMWI01|TURMWI01|00|GASTHOF TURMWIRT|BEYERSDORD INGRID GISELA|MAYENBURGSTRASSE,17|LANA/VOLLAN|BZ|39011|01159240215||01|N||
ULLY|ULLY|00|CAFE'ULLY|GILG HERBERT & CO.OHG|LAUBEN,50|MERAN|BZ|39012|01377150212||01|N||
UNGERI01|UNGERI01|00|GASTHAUS UNGERICHTHOF|UNGERICHT BARBARA|KUENSERSTRASSE, 55|KUENS|BZ|39010|02792750214||01|N||
UNTERHOL|UNTERHOL|00|UNTERHOLZNER ADOLF & CO. OHG|MUHLENBETRIEB - BACKMITTEL|IFINGERSTRASSE, 3|TSCHERMS|BZ|39010|00437920218||01|N||
UNTEROBE|UNTEROBE|00|GASTHAUS UNTEROBEREBEN|HALLER ELISABETH|ASCHBACHERSTRASSE, 4|PARTSCHINS|BZ|39020|01249520212||01|N||
UNTERWEG|UNTERWEG|00|GARNI UNTERWEGGUTL|NISCHLER MANFRED|ST.ZENOSTR.7|NATURNS|BZ|39025|01135470217||01|N||
URANIA|URANIA|00|VHS URANIA||ORTWEINSTRASSE, 6|MERAN|BZ|39012|00601760218||01|N||
VALENT01|VALENT01|00|HOTEL ST. VALENTIN|HALLER SIEGLINDE|VALENTINSTRASSE, 11|OBERMAIS - MERAN|BZ|39012|01337140212||01|N||
VALENT02|VALENT02|00|BAR MAINARDO-DA VALENTINA SNC|DI TIMONE SABINA & CO.|VIA MAINARDO|MERANO|BZ|39012|01739000212|1|01|N||
VARESCO|VARESCO|00|VARESCO STEFAN||SCHWANBURGSTRASSE, 17|NALS|BZ|39010|01485590218||01|N||
VENETA|VENETA|00|GARNI   LA VENETA|DI G.DIAMANTI & CO.SNC|VIA MONASTERO, 2|MERANO|BZ|39012|01528650219|1|01|N||
VERANUM|VERANUM|00|VERANUM OHG|DES ALBER MARKUS & CO.|DORF, 133|VORAN|BZ|39010|01500600216||01|N||
VERENA|VERENA|00|PENSION VERENA|VERENA COVI & CO KG|DR.J.WEINGARTNERSTR.13|LANA|BZ|39011|00493220214||01|N||
VERSCHON|VERSCHON|00|VERSCHONERUNGSVEREIN|VOLLAN|MAYENBURGSTRASSE,7|VOLLAN/LANA|BZ|39011|82011580212||01|N||
VERY|VERY|00|VERY IMPORTANT FRIENDS|ALBER VERENA|WINKELWEG, 66|MERAN|BZ|39012|91032430216||01|N||
VIDAMA|VIDAMA|00|VI.DA.MA. DI CASTAGNOTTO|VIRGINIO S.R.L.|VIA KENNEDY, 77|S. DONA' DI PIAVE|VE|30027|00742460272|1|01|N||
VIERJAHR|VIERJAHR|00|FIRST CLASS GMBH||ANDREAS HOFERSTRASSE, 8|SCHLANDERS|BZ|39028|02368570210||01|N||
VITTORIA|VITTORIA|00|BAR VITTORIA|ROSSI CRISTINA SAS|P.ZZA V.VENETO, 1|SINIGO/MERANO|BZ|39010|01461750216|1|01|N||
VOLGGER|VOLGGER|00|VOLGGER ERWIN|SPECK U. KASEVERKAUF|TOMBERWEG, 20|KASTELBELL / TSCHARS|BZ|39020|01045460217||01|N||
VOLKSMUS|VOLKSMUS|00|SUDT. VOLKSMUSIKKREIS|BEZIRK BURGGRAFENAMT|ALBERT SEPPI LINDWEG, 1|DORF TIROL|BZ|39019|91014010218||01|N||
VOLKST01|VOLKST01|00|VOLKSTANZGRUPPE|DORF TIROL|HASLACHSTRASSE, 37|DORF TIROL|BZ|39019|||01|N||
VOLKSTAN|VOLKSTAN|00|VOLKSTANZGRUPPE MERAN-UNTERMAIS|TRENKWALDER SILVIA|PICHLWEG, 1|LANA|BZ|39011|91001920213||01|N||
